user_id,group,A_obs,Y_obs,Y0_true,Y1_true,S0_true,S1_true,delta_true,delta_step_true,p,q,tau_p,tau_q,p_treated,q_treated,x1,x2,x3,x4,x5,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_7,pre_8,pre_9,pre_10,pre_11,pre_12,pre_13,pre_14,pre_15,pre_16,pre_17,pre_18,pre_19,pre_20,pre_21,pre_22,pre_23,pre_24,pre_25,pre_26,pre_27,pre_28,pre_29,pre_30,post0_1,post1_1,post0_2,post1_2,post0_3,post1_3,post0_4,post1_4,post0_5,post1_5,post0_6,post1_6,post0_7,post1_7,post0_8,post1_8,post0_9,post1_9,post0_10,post1_10,post0_11,post1_11,post0_12,post1_12,post0_13,post1_13,post0_14,post1_14,post0_15,post1_15,post0_16,post1_16,post0_17,post1_17,post0_18,post1_18,post0_19,post1_19,post0_20,post1_20,post0_21,post1_21,post0_22,post1_22,post0_23,post1_23,post0_24,post1_24,post0_25,post1_25,post0_26,post1_26,post0_27,post1_27,post0_28,post1_28,post0_29,post1_29,post0_30,post1_30
4044,A,0,0.6,0.6,0.8,0,1,0.20000000000000007,1,0.6980750487861888,0.3264053196788884,0.5306036528001349,0.22513705272514833,0.8582775307717395,0.2529193880125736,0.9808635713866058,1.3217196002224765,-0.8995394968162634,1.2281747821876101,0.16959209097397038,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1
5317,B,0,0.5,0.5,0.8,0,1,0.30000000000000004,1,0.6080487716662485,0.5656983939914658,0.31072749825569634,0.4907876844210777,0.7298387962846423,0.28806058912367183,-0.26835087597899937,0.3595100452258407,0.3425440231720274,1.0488333600689879,0.6215263867946322,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
724,A,1,0.6,0.7333333333333333,0.6,1,0,-0.1333333333333333,-1,0.538254415371752,0.5663586734671278,0.18873226634691245,0.20919896896073437,0.6254007060343213,0.4478770229158354,-0.8279199876821015,-0.15204508056084765,0.5169167907640803,-0.3642632627726218,-0.334399403847255,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0
4527,B,1,0.2,0.23333333333333334,0.2,0,0,-0.033333333333333326,0,0.33641089424617954,0.8235470001502211,0.14120732464300462,0.08588816900542788,0.4301145365319204,0.7528140562174058,-0.8242798003656003,0.04282745914394048,0.9880187439705632,-1.7123454209091393,-0.16947831239097882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4888,A,0,0.6,0.6,0.43333333333333335,0,0,-0.16666666666666663,0,0.6661830060445669,0.6055883570621848,0.18528754589834873,0.09220149414941849,0.7280351376337331,0.5497522057015598,-1.008580944996969,-1.1037752622950843,-0.7738912475867935,-1.1685424496918684,0.7509047693323933,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0
1166,B,1,0.6333333333333333,0.36666666666666664,0.6333333333333333,0,1,0.26666666666666666,1,0.30460264694028344,0.6441419486862051,0.4972357108801307,0.44459700257871704,0.6503790441330928,0.35775836906510455,-0.33564026515051754,0.7911406384942357,-0.5631771623208023,0.8344341544476959,1.2359469389340596,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0
1325,B,0,0.13333333333333333,0.13333333333333333,0.6666666666666666,0,1,0.5333333333333333,1,0.6852776423217389,0.7423113059376193,0.06885893374436797,0.36635358536740736,0.7069490882969776,0.47036289754861005,-1.0399064346754558,-1.7997443317653965,1.0922232405680579,0.7030654937943431,1.1684889308284685,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
5545,A,1,0.3,0.3333333333333333,0.3,0,0,-0.033333333333333326,0,0.23385611423899855,0.7647351240609698,0.15667473753798541,0.14875372488369232,0.35389150645693573,0.6509779258075079,-1.4280053688362704,0.7406178896042006,0.2850163929201232,-0.5866377711134967,-0.1358739743615559,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0
5847,A,1,0.4666666666666667,0.43333333333333335,0.4666666666666667,0,0,0.033333333333333326,0,0.333780330180387,0.5830170691310299,0.04401779600169185,0.1318931006225944,0.3631058516988212,0.5061211401674409,-2.146590133076616,-1.579840895493819,0.4999834655317496,0.6526628703372532,-0.3872846779757461,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0
2432,A,0,0.1,0.1,0.5333333333333333,0,0,0.43333333333333335,0,0.20264978553539073,0.8512864036072085,0.2932293599761277,0.2565727961727549,0.4364562785996763,0.6328694706898587,-2.1193174141427438,-0.3191116598853623,0.23221850583119408,0.23166290969257514,2.465858757153896,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0
5326,A,0,0.7666666666666667,0.7666666666666667,0.7666666666666667,1,1,0.0,0,0.8467759099634128,0.4150584637948344,0.15065785729906392,0.17919915600453087,0.8698603230549239,0.34068033739026293,1.5051533841796465,0.3767996927467253,1.214259187442175,-0.14636006668241858,1.1193560419486799,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2610,B,0,0.7333333333333333,0.7333333333333333,0.8,1,1,0.06666666666666676,0,0.7184451254358689,0.4127075439740979,0.3934326342468005,0.6914614902458782,0.8292180014206625,0.12733617058205185,0.5553074712219529,0.5192928558543685,0.6792928806699192,1.4881707557791632,1.2375700661171865,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
6472,B,0,0.23333333333333334,0.23333333333333334,0.4,0,0,0.16666666666666669,0,0.419097435397343,0.8175460169525812,0.22897999143146944,0.20963967369027142,0.552112499662578,0.6461559367318609,-0.5569368270774091,0.05105319722392642,-0.40962525430350366,-0.38512326792807833,1.167133733858102,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
1329,A,1,0.43333333333333335,0.5,0.43333333333333335,0,0,-0.06666666666666665,0,0.6029827357581775,0.7367489929938924,0.19376715727964708,0.1355886974719008,0.6799116424412579,0.6368541566701159,-0.0016486823987459664,0.6992645059585234,-0.5057987557809394,-0.29130788654667616,-0.6747043162638402,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3517,A,0,0.23333333333333334,0.23333333333333334,0.3333333333333333,0,0,0.09999999999999998,0,0.33173289985207577,0.7804825344046054,0.23382842804109905,0.09591784276692635,0.4879927453912486,0.7056203333872522,0.2545485048140262,0.9850833932724721,0.5541976125097952,-1.0912718899150449,0.7327147644273906,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5827,A,1,0.8666666666666667,0.5666666666666667,0.8666666666666667,0,1,0.30000000000000004,1,0.6289577636293597,0.32124496701864275,0.22179502615534996,0.40890823656701014,0.7112530861499254,0.1898852540490222,0.5395367648034324,0.40378897697622085,0.04302283004426586,-0.09432550896564011,0.8464424734250557,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
8948,A,0,0.1,0.1,0.36666666666666664,0,0,0.2666666666666666,0,0.32019558919657093,0.9041478974459379,0.24319494506859182,0.3272054657861199,0.48552058553929733,0.6083057635225989,-0.9676790570352942,0.3288810746640522,-0.9175552201805669,1.6506462489242406,-0.40139590985967155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
9722,A,1,0.8,0.7333333333333333,0.8,1,1,0.06666666666666676,0,0.8160146502612053,0.3373680190959482,0.031232835718754532,0.18609522390884747,0.8217610344642547,0.2745854420426034,0.799396981638203,-2.0219517723819074,0.6078887202670324,0.3896759985851268,-1.5447092781933789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1
7134,A,0,0.6333333333333333,0.6333333333333333,0.9333333333333333,1,1,0.30000000000000004,0,0.8959592525316167,0.6776240655968834,0.22252746224296102,0.08743067585421806,0.9191111760356168,0.6183789355666649,1.11616627332848,0.7956334829671791,0.2895560565708561,-0.00439250885100479,-0.9446586492847237,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1
9915,A,1,0.4,0.3333333333333333,0.4,0,0,0.06666666666666671,0,0.4284610212804944,0.7762043282481091,0.12970597511427254,0.1544588952948821,0.5025930418311233,0.6563126651838002,-0.9613287324941046,0.07047151594393394,-0.09781948961093634,-0.46076175652191265,-0.45131699734285236,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0
1784,A,1,0.8333333333333334,0.6666666666666666,0.8333333333333334,1,1,0.16666666666666674,0,0.6035077485674806,0.2801624541463315,0.10719858952996585,0.398808653284916,0.6460111586806072,0.168431243107236,0.9774305007163383,-0.08495340070791313,-0.1653745406433153,1.783030992590942,-0.29056846938195874,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
2553,B,1,0.7666666666666667,0.6333333333333333,0.7666666666666667,1,1,0.13333333333333341,0,0.6929856399512944,0.42635368755617103,0.5858488193699676,0.6353457763239462,0.8728496403154546,0.15547167294721836,0.48728746689145996,1.8320032850557326,-1.1745899960844401,1.0011000918459154,1.134717244566627,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
1796,A,1,0.5666666666666667,0.5,0.5666666666666667,0,0,0.06666666666666665,0,0.4487113494526414,0.46215984082821365,0.10884537082606342,0.1556474270109018,0.5087165670536687,0.39022585073553423,-1.220954278259769,-0.5593909255054242,0.27174314135090294,0.4171750822632247,-1.4454383189305522,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
7541,A,1,0.5,0.26666666666666666,0.5,0,0,0.23333333333333334,0,0.6346709264985959,0.8375020454060986,0.2768808391801466,0.02292711696726484,0.7358235469465702,0.8183005380507495,-0.7694860887179035,-0.25053138057825963,-0.8198165136149959,0.14273501509586495,-1.7012641069058594,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
5826,B,0,0.13333333333333333,0.13333333333333333,0.6,0,0,0.4666666666666667,0,0.6323475210962034,0.8781872605489457,0.1929674053853605,0.22133750513351175,0.703292466033765,0.6838114832590088,-0.17271019835494741,-0.0534698608438645,1.5665905915093143,-0.9175675653379308,0.049957236084277865,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4564,A,0,0.8333333333333334,0.8333333333333334,0.7333333333333333,1,1,-0.10000000000000009,0,0.7389898940438185,0.6431437614600978,0.2397319202222939,0.03386382492008778,0.8015623479421183,0.6213644537235663,0.9024551786632987,-0.5616066216414509,-2.230525167376863,-2.761529543291938,-0.0735983373753819,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
8485,B,1,0.3,0.3333333333333333,0.3,0,0,-0.033333333333333326,0,0.4597308752910048,0.7645955290300954,0.44849837549621907,0.1408908602672124,0.7020407000537534,0.6568710071885809,-0.7906674345878786,0.7255701554179826,1.4738503234055702,-0.28395082491061685,1.6630692947849017,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8814,B,1,0.4666666666666667,0.16666666666666666,0.4666666666666667,0,0,0.30000000000000004,0,0.30810007179575394,0.7390302562578516,0.4722348856172287,0.17475452650129927,0.6348393552498548,0.6098813737553769,-0.619665935787242,0.5486001536548316,-0.6031332230490194,0.7858967992908762,-0.2597312418410177,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
6228,A,1,0.7,0.5,0.7,0,1,0.19999999999999996,1,0.5028939103718457,0.4534233068500213,0.050716425986937666,0.14567709866957812,0.528105354574128,0.38736991503894436,-0.06662234330664625,-1.4850476983812015,-0.26659203224266287,-0.03155705517486169,0.11482040199847134,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0
583,A,1,0.8666666666666667,0.9333333333333333,0.8666666666666667,1,1,-0.06666666666666665,0,0.9275384564352365,0.4754766938543371,0.09587256829050515,0.096661413651707,0.9344855307190847,0.42951644446793696,1.2962584129368084,-1.5847230182129213,0.735963203722777,-0.19889892974259724,0.9248841939194079,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8756,A,0,0.7333333333333333,0.7333333333333333,0.7333333333333333,1,1,0.0,0,0.8456442467856599,0.6737369159252113,0.1198308708162049,0.0826177030530222,0.8641408311088254,0.6180743194694432,-0.31071076183590507,-0.36002541989847203,0.00776862738431922,-1.1561977248019493,1.501883831871424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1470,B,0,0.26666666666666666,0.26666666666666666,0.5666666666666667,0,0,0.3,0,0.6485993002343579,0.8271895114908968,0.16179440485232613,0.31393551287187044,0.7054539673176309,0.5675053479587702,-0.704435479401664,-0.5870702033039437,-0.8389144640158145,0.24721417761997155,-0.15559309248571443,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2413,A,1,0.43333333333333335,0.3333333333333333,0.43333333333333335,0,0,0.10000000000000003,0,0.30098019039414126,0.6214968204872564,0.2145729637042225,0.15515976008895027,0.4509709426292317,0.5250655229244083,-1.4475999538876518,-0.8355065338895054,-0.8028548545936912,0.5747593155406493,0.9449477714858265,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1
4507,A,1,0.8,0.9333333333333333,0.8,1,1,-0.1333333333333333,0,0.9200353148075547,0.2991896503508632,0.17840743602665074,0.08573231016211456,0.9343016092654172,0.27353943044968837,1.2826279947493293,-0.8155235098950259,-1.046199099328574,0.27416186775619583,-1.1235793134937833,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3062,A,0,0.16666666666666666,0.16666666666666666,0.36666666666666664,0,0,0.19999999999999998,0,0.35597770513916716,0.7173059293692262,0.12207376172881429,0.15518450272111847,0.43459592931005264,0.605991165421153,-1.003313584835347,0.2846197072925162,0.07590815548632852,-1.1985349884451837,-0.15505937520475505,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2922,A,1,0.8333333333333334,0.7333333333333333,0.8333333333333334,1,1,0.10000000000000009,0,0.8084450441029397,0.43602894414437504,0.06473807238092426,0.19407846268767345,0.8208459427027284,0.35140511697750526,0.8262384372443394,-1.4466218625641745,-0.8802809700080043,0.41804665379956696,-1.0274246748676983,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1
4000,B,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.0,0,0.5354131294399728,0.7174725353084108,0.12492824938901304,0.3113157714932311,0.593453153868157,0.49411201945366845,-0.6233268130365852,-0.48470199686700755,-1.367363064264467,-0.036271654493873144,-0.2682522122632316,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0
1920,A,0,0.9,0.9,0.9333333333333333,1,1,0.033333333333333326,0,0.9177104195248365,0.24349678159573143,0.24551731587660797,0.10574259070000995,0.9379139364477107,0.2177488010826843,2.0095116311902,0.43929642630934557,-0.09561484916431168,1.7220017623455741,-1.302267368971505,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4708,A,1,0.6333333333333333,0.6333333333333333,0.6333333333333333,1,1,0.0,0,0.7098531428778088,0.5846167689188335,0.14302063880635504,0.18958898709830357,0.7513501317310808,0.47377986785882886,0.7534341225603148,0.4615874653465612,0.1273826667362414,1.0135887655432392,-1.8656803034781193,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0
1653,A,0,0.26666666666666666,0.26666666666666666,0.7666666666666667,0,1,0.5,1,0.6870731299759771,0.783255365426886,0.18185866749836535,0.16487759980408315,0.7439815935829801,0.654114100741631,-0.3413715197585086,0.3073273366010497,-0.11230682636975019,-0.14257623796600769,-0.3042360687320763,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1
2780,A,1,0.6333333333333333,0.6,0.6333333333333333,0,1,0.033333333333333326,1,0.6073562918405107,0.570661746851472,0.16196158521251397,0.07517054980185114,0.6709494892377412,0.527764789589762,0.7065422928429496,-0.01863813351867247,-0.324689849220666,-1.2427738861199726,-0.7271304551819447,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
